date,product_name,our_price,competitor_price,cost,sales_qty,revenue,profit,seasonality
2026-01-31,Сыр Гауда 200г,208.0,217.0,130,53,11024.0,4134.0,1.276
2026-01-31,Йогурт 250г,76.0,77.0,45,101,7676.0,3131.0,1.276
2026-02-01,Молоко 1л,90.0,77.0,55,129,11610.0,4515.0,1.18
2026-02-01,Хлеб ржаной,64.0,55.0,35,113,7232.0,3277.0,1.18
2026-02-01,Масло 200г,137.0,130.0,85,70,9590.0,3640.0,1.18
2026-02-01,Сыр Гауда 200г,209.0,194.0,130,41,8569.0,3239.0,1.18
2026-02-01,Йогурт 250г,74.0,73.0,45,99,7326.0,2871.0,1.18
2026-02-02,Молоко 1л,90.0,93.0,55,84,7560.0,2940.0,0.754
2026-02-02,Хлеб ржаной,66.0,67.0,35,70,4620.0,2170.0,0.754
2026-02-02,Масло 200г,132.0,136.0,85,53,6996.0,2491.0,0.754
2026-02-02,Сыр Гауда 200г,209.0,218.0,130,26,5434.0,2054.0,0.754
2026-02-02,Йогурт 250г,76.0,77.0,45,64,4864.0,1984.0,0.754
2026-02-03,Молоко 1л,90.0,84.0,55,83,7470.0,2905.0,0.706
2026-02-03,Хлеб ржаной,66.0,60.0,35,65,4290.0,2015.0,0.706
2026-02-03,Масло 200г,137.0,139.0,85,51,6987.0,2652.0,0.706
2026-02-03,Сыр Гауда 200г,208.0,215.0,130,28,5824.0,2184.0,0.706
2026-02-03,Йогурт 250г,75.0,71.0,45,52,3900.0,1560.0,0.706
2026-02-04,Молоко 1л,90.0,83.0,55,87,7830.0,3045.0,0.799
2026-02-04,Хлеб ржаной,64.0,60.0,35,68,4352.0,1972.0,0.799
2026-02-04,Масло 200г,134.0,139.0,85,48,6432.0,2352.0,0.799
2026-02-04,Сыр Гауда 200г,214.0,198.0,130,31,6634.0,2604.0,0.799
2026-02-04,Йогурт 250г,75.0,72.0,45,65,4875.0,1950.0,0.799
2026-02-05,Молоко 1л,91.0,87.0,55,100,9100.0,3600.0,0.845
2026-02-05,Хлеб ржаной,66.0,60.0,35,73,4818.0,2263.0,0.845
2026-02-05,Масло 200г,138.0,125.0,85,54,7452.0,2862.0,0.845
2026-02-05,Сыр Гауда 200г,214.0,197.0,130,30,6420.0,2520.0,0.845
2026-02-05,Йогурт 250г,74.0,72.0,45,82,6068.0,2378.0,0.845
2026-02-06,Молоко 1л,90.0,80.0,55,131,11790.0,4585.0,1.125
2026-02-06,Хлеб ржаной,65.0,60.0,35,95,6175.0,2850.0,1.125
2026-02-06,Масло 200г,134.0,127.0,85,62,8308.0,3038.0,1.125
2026-02-06,Сыр Гауда 200г,208.0,201.0,130,48,9984.0,3744.0,1.125
2026-02-06,Йогурт 250г,74.0,74.0,45,91,6734.0,2639.0,1.125
2026-02-07,Молоко 1л,89.0,90.0,55,155,13795.0,5270.0,1.263
2026-02-07,Хлеб ржаной,66.0,65.0,35,113,7458.0,3503.0,1.263
2026-02-07,Масло 200г,134.0,123.0,85,75,10050.0,3675.0,1.263
2026-02-07,Сыр Гауда 200г,211.0,199.0,130,45,9495.0,3645.0,1.263
2026-02-07,Йогурт 250г,74.0,77.0,45,96,7104.0,2784.0,1.263
2026-02-08,Молоко 1л,90.0,84.0,55,132,11880.0,4620.0,1.168
2026-02-08,Хлеб ржаной,65.0,62.0,35,108,7020.0,3240.0,1.168
2026-02-08,Масло 200г,134.0,127.0,85,71,9514.0,3479.0,1.168
2026-02-08,Сыр Гауда 200г,207.0,202.0,130,42,8694.0,3234.0,1.168
2026-02-08,Йогурт 250г,76.0,75.0,45,92,6992.0,2852.0,1.168
2026-02-09,Молоко 1л,90.0,88.0,55,89,8010.0,3115.0,0.747
2026-02-09,Хлеб ржаной,64.0,64.0,35,64,4096.0,1856.0,0.747
2026-02-09,Масло 200г,132.0,127.0,85,47,6204.0,2209.0,0.747
2026-02-09,Сыр Гауда 200г,209.0,207.0,130,30,6270.0,2370.0,0.747
2026-02-09,Йогурт 250г,75.0,73.0,45,54,4050.0,1620.0,0.747
2026-02-10,Молоко 1л,84.0,83.0,55,94,7896.0,2726.0,0.699
2026-02-10,Хлеб ржаной,62.0,67.0,35,69,4278.0,1863.0,0.699
2026-02-10,Масло 200г,130.0,125.0,85,50,6500.0,2250.0,0.699
2026-02-10,Сыр Гауда 200г,196.0,205.0,130,38,7448.0,2508.0,0.699
2026-02-10,Йогурт 250г,72.0,71.0,45,52,3744.0,1404.0,0.699
2026-02-11,Молоко 1л,86.0,90.0,55,96,8256.0,2976.0,0.791
2026-02-11,Хлеб ржаной,62.0,61.0,35,78,4836.0,2106.0,0.791
2026-02-11,Масло 200г,127.0,122.0,85,55,6985.0,2310.0,0.791
2026-02-11,Сыр Гауда 200г,197.0,204.0,130,39,7683.0,2613.0,0.791
2026-02-11,Йогурт 250г,72.0,68.0,45,85,6120.0,2295.0,0.791
2026-02-12,Молоко 1л,84.0,89.0,55,113,9492.0,3277.0,0.836
2026-02-12,Хлеб ржаной,61.0,65.0,35,87,5307.0,2262.0,0.836
2026-02-12,Масло 200г,128.0,126.0,85,60,7680.0,2580.0,0.836
2026-02-12,Сыр Гауда 200г,201.0,189.0,130,40,8040.0,2840.0,0.836
2026-02-12,Йогурт 250г,72.0,76.0,45,70,5040.0,1890.0,0.836
2026-02-13,Молоко 1л,83.0,81.0,55,153,12699.0,4284.0,1.114
2026-02-13,Хлеб ржаной,61.0,64.0,35,104,6344.0,2704.0,1.114
2026-02-13,Масло 200г,128.0,116.0,85,71,9088.0,3053.0,1.114
2026-02-13,Сыр Гауда 200г,197.0,205.0,130,49,9653.0,3283.0,1.114
2026-02-13,Йогурт 250г,71.0,73.0,45,97,6887.0,2522.0,1.114
2026-02-14,Молоко 1л,85.0,93.0,55,174,14790.0,5220.0,1.252
2026-02-14,Хлеб ржаной,62.0,68.0,35,110,6820.0,2970.0,1.252
2026-02-14,Масло 200г,130.0,134.0,85,84,10920.0,3780.0,1.252
2026-02-14,Сыр Гауда 200г,201.0,205.0,130,47,9447.0,3337.0,1.252
2026-02-14,Йогурт 250г,72.0,74.0,45,104,7488.0,2808.0,1.252
2026-02-15,Молоко 1л,86.0,90.0,55,153,13158.0,4743.0,1.157
2026-02-15,Хлеб ржаной,62.0,61.0,35,110,6820.0,2970.0,1.157
2026-02-15,Масло 200г,127.0,134.0,85,73,9271.0,3066.0,1.157
2026-02-15,Сыр Гауда 200г,202.0,205.0,130,47,9494.0,3384.0,1.157
2026-02-15,Йогурт 250г,72.0,71.0,45,101,7272.0,2727.0,1.157
2026-02-16,Молоко 1л,83.0,84.0,55,96,7968.0,2688.0,0.74
2026-02-16,Хлеб ржаной,61.0,62.0,35,73,4453.0,1898.0,0.74
2026-02-16,Масло 200г,128.0,124.0,85,49,6272.0,2107.0,0.74
2026-02-16,Сыр Гауда 200г,197.0,211.0,130,31,6107.0,2077.0,0.74
2026-02-16,Йогурт 250г,72.0,68.0,45,73,5256.0,1971.0,0.74
2026-02-17,Молоко 1л,84.0,87.0,55,95,7980.0,2755.0,0.693
2026-02-17,Хлеб ржаной,62.0,61.0,35,56,3472.0,1512.0,0.693
2026-02-17,Масло 200г,128.0,140.0,85,47,6016.0,2021.0,0.693
2026-02-17,Сыр Гауда 200г,200.0,211.0,130,28,5600.0,1960.0,0.693
2026-02-17,Йогурт 250г,72.0,76.0,45,63,4536.0,1701.0,0.693
2026-02-18,Молоко 1л,84.0,80.0,55,98,8232.0,2842.0,0.784
2026-02-18,Хлеб ржаной,61.0,66.0,35,76,4636.0,1976.0,0.784
2026-02-18,Масло 200г,130.0,141.0,85,53,6890.0,2385.0,0.784
2026-02-18,Сыр Гауда 200г,199.0,213.0,130,40,7960.0,2760.0,0.784
2026-02-18,Йогурт 250г,71.0,74.0,45,62,4402.0,1612.0,0.784
2026-02-19,Молоко 1л,84.0,83.0,55,107,8988.0,3103.0,0.829
2026-02-19,Хлеб ржаной,62.0,59.0,35,76,4712.0,2052.0,0.829
2026-02-19,Масло 200г,127.0,135.0,85,53,6731.0,2226.0,0.829
2026-02-19,Сыр Гауда 200г,199.0,194.0,130,46,9154.0,3174.0,0.829
2026-02-19,Йогурт 250г,71.0,69.0,45,73,5183.0,1898.0,0.829
2026-02-20,Молоко 1л,94.0,76.0,55,106,9964.0,4134.0,1.104
2026-02-20,Хлеб ржаной,68.0,61.0,35,95,6460.0,3135.0,1.104
2026-02-20,Масло 200г,139.0,128.0,85,71,9869.0,3834.0,1.104
2026-02-20,Сыр Гауда 200г,217.0,193.0,130,44,9548.0,3828.0,1.104
2026-02-20,Йогурт 250г,77.0,68.0,45,74,5698.0,2368.0,1.104
2026-02-21,Молоко 1л,92.0,84.0,55,134,12328.0,4958.0,1.241
2026-02-21,Хлеб ржаной,69.0,62.0,35,106,7314.0,3604.0,1.241
2026-02-21,Масло 200г,143.0,138.0,85,61,8723.0,3538.0,1.241
2026-02-21,Сыр Гауда 200г,218.0,192.0,130,46,10028.0,4048.0,1.241
2026-02-21,Йогурт 250г,77.0,74.0,45,98,7546.0,3136.0,1.241
2026-02-22,Молоко 1л,95.0,85.0,55,113,10735.0,4520.0,1.148
2026-02-22,Хлеб ржаной,69.0,66.0,35,94,6486.0,3196.0,1.148
2026-02-22,Масло 200г,143.0,137.0,85,43,6149.0,2494.0,1.148
2026-02-22,Сыр Гауда 200г,224.0,195.0,130,32,7168.0,3008.0,1.148
2026-02-22,Йогурт 250г,77.0,69.0,45,84,6468.0,2688.0,1.148
2026-02-23,Молоко 1л,92.0,89.0,55,76,6992.0,2812.0,0.734
2026-02-23,Хлеб ржаной,68.0,61.0,35,68,4624.0,2244.0,0.734
2026-02-23,Масло 200г,143.0,137.0,85,31,4433.0,1798.0,0.734
2026-02-23,Сыр Гауда 200г,218.0,208.0,130,24,5232.0,2112.0,0.734
2026-02-23,Йогурт 250г,80.0,69.0,45,51,4080.0,1785.0,0.734
2026-02-24,Молоко 1л,95.0,93.0,55,79,7505.0,3160.0,0.687
2026-02-24,Хлеб ржаной,67.0,59.0,35,50,3350.0,1600.0,0.687
2026-02-24,Масло 200г,141.0,135.0,85,43,6063.0,2408.0,0.687
2026-02-24,Сыр Гауда 200г,225.0,201.0,130,22,4950.0,2090.0,0.687
2026-02-24,Йогурт 250г,79.0,68.0,45,43,3397.0,1462.0,0.687
2026-02-25,Молоко 1л,94.0,88.0,55,85,7990.0,3315.0,0.778
2026-02-25,Хлеб ржаной,67.0,66.0,35,68,4556.0,2176.0,0.778
2026-02-25,Масло 200г,144.0,134.0,85,36,5184.0,2124.0,0.778
2026-02-25,Сыр Гауда 200г,217.0,220.0,130,29,6293.0,2523.0,0.778
2026-02-25,Йогурт 250г,80.0,71.0,45,52,4160.0,1820.0,0.778
2026-02-26,Молоко 1л,93.0,85.0,55,89,8277.0,3382.0,0.823
2026-02-26,Хлеб ржаной,68.0,62.0,35,71,4828.0,2343.0,0.823
2026-02-26,Масло 200г,144.0,138.0,85,50,7200.0,2950.0,0.823
2026-02-26,Сыр Гауда 200г,217.0,219.0,130,24,5208.0,2088.0,0.823
2026-02-26,Йогурт 250г,79.0,77.0,45,70,5530.0,2380.0,0.823
2026-02-27,Молоко 1л,94.0,82.0,55,104,9776.0,4056.0,1.096
2026-02-27,Хлеб ржаной,69.0,65.0,35,88,6072.0,2992.0,1.096
2026-02-27,Масло 200г,140.0,131.0,85,62,8680.0,3410.0,1.096
2026-02-27,Сыр Гауда 200г,221.0,194.0,130,38,8398.0,3458.0,1.096
2026-02-27,Йогурт 250г,79.0,72.0,45,75,5925.0,2550.0,1.096
2026-02-28,Молоко 1л,93.0,91.0,55,134,12462.0,5092.0,1.232
2026-02-28,Хлеб ржаной,69.0,59.0,35,95,6555.0,3230.0,1.232
2026-02-28,Масло 200г,144.0,126.0,85,58,8352.0,3422.0,1.232
2026-02-28,Сыр Гауда 200г,220.0,208.0,130,47,10340.0,4230.0,1.232
2026-02-28,Йогурт 250г,78.0,68.0,45,90,7020.0,2970.0,1.232
2026-03-01,Молоко 1л,95.0,77.0,55,110,10450.0,4400.0,1.14
2026-03-01,Хлеб ржаной,67.0,62.0,35,101,6767.0,3232.0,1.14
2026-03-01,Масло 200г,141.0,130.0,85,62,8742.0,3472.0,1.14
2026-03-01,Сыр Гауда 200г,222.0,184.0,130,41,9102.0,3772.0,1.14
2026-03-01,Йогурт 250г,77.0,73.0,45,89,6853.0,2848.0,1.14
2026-03-02,Молоко 1л,88.0,90.0,55,85,7480.0,2805.0,0.729
2026-03-02,Хлеб ржаной,65.0,66.0,35,63,4095.0,1890.0,0.729
2026-03-02,Масло 200г,136.0,135.0,85,47,6392.0,2397.0,0.729
2026-03-02,Сыр Гауда 200г,210.0,214.0,130,32,6720.0,2560.0,0.729
2026-03-02,Йогурт 250г,74.0,70.0,45,58,4292.0,1682.0,0.729
2026-03-03,Молоко 1л,90.0,84.0,55,79,7110.0,2765.0,0.683
2026-03-03,Хлеб ржаной,65.0,63.0,35,67,4355.0,2010.0,0.683
2026-03-03,Масло 200г,135.0,130.0,85,38,5130.0,1900.0,0.683
2026-03-03,Сыр Гауда 200г,212.0,199.0,130,29,6148.0,2378.0,0.683
2026-03-03,Йогурт 250г,76.0,71.0,45,51,3876.0,1581.0,0.683
2026-03-04,Молоко 1л,88.0,82.0,55,92,8096.0,3036.0,0.773
2026-03-04,Хлеб ржаной,64.0,60.0,35,75,4800.0,2175.0,0.773
2026-03-04,Масло 200г,135.0,137.0,85,51,6885.0,2550.0,0.773
2026-03-04,Сыр Гауда 200г,207.0,196.0,130,36,7452.0,2772.0,0.773
2026-03-04,Йогурт 250г,75.0,76.0,45,68,5100.0,2040.0,0.773
2026-03-05,Молоко 1л,91.0,87.0,55,93,8463.0,3348.0,0.818
2026-03-05,Хлеб ржаной,64.0,59.0,35,77,4928.0,2233.0,0.818
2026-03-05,Масло 200г,133.0,126.0,85,48,6384.0,2304.0,0.818
2026-03-05,Сыр Гауда 200г,207.0,189.0,130,35,7245.0,2695.0,0.818
2026-03-05,Йогурт 250г,75.0,71.0,45,64,4800.0,1920.0,0.818
2026-03-06,Молоко 1л,91.0,83.0,55,123,11193.0,4428.0,1.09
2026-03-06,Хлеб ржаной,66.0,57.0,35,95,6270.0,2945.0,1.09
2026-03-06,Масло 200г,137.0,125.0,85,58,7946.0,3016.0,1.09
2026-03-06,Сыр Гауда 200г,213.0,197.0,130,52,11076.0,4316.0,1.09
2026-03-06,Йогурт 250г,75.0,69.0,45,80,6000.0,2400.0,1.09
2026-03-07,Молоко 1л,88.0,81.0,55,140,12320.0,4620.0,1.225
2026-03-07,Хлеб ржаной,66.0,63.0,35,112,7392.0,3472.0,1.225
2026-03-07,Масло 200г,137.0,130.0,85,74,10138.0,3848.0,1.225
2026-03-07,Сыр Гауда 200г,206.0,209.0,130,54,11124.0,4104.0,1.225
2026-03-07,Йогурт 250г,74.0,69.0,45,101,7474.0,2929.0,1.225
